Resort,Location,Link,Open Pistes km,Slope Condition,Open Lifts,Depth of snow in resortat 1840 metres,Depth of snow on upper runsat 2488 metres,Last snowfall in resort,Last snowfall in ski area,New snow in resort (past 24h),New snow in ski area (past 24h),Runs down to resort (open today / total),Runs down to (altitude),Condition of runs down to resort,Surface area of pistes,Number of local pistes,Pistes covered by lift pass (regional),Number of lifts in ski area,Runs floodlit today until,Length of floodlit runs,Altitude of cross-country runs,Cross-country ski trail floodlit today until,Floodlit cross-country trails (km open / total),"Cross-country trails, dogs permitted (open / total)",Tel. for cross-country ski info,Snow Park condition,Snow park floodlighting,Snowboard facilities floodlit today until,Tel. for fun park info,Vertical difference of all runs (today / total),Transportation to starting point,Fully open,Floodlit today (open / total),Toboggan hire available,Tel. for tobogganing info,Winter walking paths from (altitude),Number of snow shoe trails open today,Conditions/events on the trails,Depth of snow in resortat 1620 metres,Depth of snow on upper runsat 2900 metres,Depth of snow in resortat 1500 metres,Depth of snow on upper runs,Depth of snow in resortat 1800 metres,Depth of snow on upper runsat 2700 metres,Depth of snow in resortat 1200 metres,Depth of snow on upper runsat 2540 metres,Depth of snow in resortat 1560 metres,Depth of snow in resortat 1822 metres,Depth of snow in resortat 1050 metres,Depth of snow on upper runsat 2061 metres,Depth of snow in resortat 1473 metres,Depth of snow on upper runsat 2600 metres,Depth of snow in resortat 1714 metres,Depth of snow in resortat 1572 metres,Depth of snow on upper runsat 3600 metres,Depth of snow in resortat 1274 metres,Depth of snow on upper runsat 2230 metres,Depth of snow in resortat 1220 metres,Depth of snow on upper runsat 2730 metres,Depth of snow on upper runsat 2590 metres,Depth of snow in resortat 1300 metres,Depth of snow on upper runsat 2000 metres,Depth of snow on upper runsat 3020 metres,Depth of snow in resortat 1353 metres,Depth of snow on upper runsat 1964 metres,Depth of snow in resortat 1815 metres,Depth of snow in resortat 1812 metres,Depth of snow in resortat 1450 metres,Depth of snow on upper runsat 2350 metres,Depth of snow in resortat 1444 metres,Depth of snow on upper runsat 2961 metres,Depth of snow in resortat 900 metres,Depth of snow in resortat 1950 metres,Depth of snow on upper runsat 2500 metres,Depth of snow in resortat 1068 metres,Depth of snow on upper runsat 1946 metres,Depth of snow in resortat 520 metres,Depth of snow on upper runsat 2227 metres,Depth of snow in resortat 1000 metres,Depth of snow in resortat 1350 metres,Depth of snow on upper runsat 3330 metres,Depth of snow in resortat 519 metres,Depth of snow on upper runsat 1600 metres,Depth of snow in resortat 1030 metres,Depth of snow on upper runsat 1460 metres,Depth of snow in resortat 1650 metres,Depth of snow in resortat 1100 metres,Depth of snow in resortat 1411 metres,Depth of snow in resortat 1474 metres,Depth of snow on upper runsat 2783 metres,Depth of snow in resortat 1290 metres,Depth of snow on upper runsat 2593 metres,Depth of snow in resortat 800 metres,Depth of snow in resort,Depth of snow on upper runsat 2720 metres,Depth of snow in resortat 1090 metres,Depth of snow on upper runsat 2262 metres,Depth of snow in resortat 1920 metres,Depth of snow on upper runsat 2225 metres,Depth of snow on upper runsat 1922 metres,Depth of snow on upper runsat 2076 metres,Depth of snow on upper runsat 1630 metres,Depth of snow in resortat 1330 metres,Depth of snow in resortat 630 metres,Depth of snow on upper runsat 1800 metres,Depth of snow on upper runsat 1725 metres,Depth of snow in resortat 1284 metres,Depth of snow in resortat 1466 metres,Depth of snow in resortat 1035 metres,Depth of snow on upper runsat 1634 metres,Depth of snow in resortat 1040 metres,Depth of snow in resortat 1175 metres,Depth of snow on upper runsat 2250 metres,Depth of snow in resortat 1600 metres,Depth of snow on upper runsat 1583 metres,Depth of snow in resortat 1158 metres,Depth of snow in resortat 1322 metres,Depth of snow on upper runsat 2554 metres,Depth of snow in resortat 1166 metres,Depth of snow in resortat 2000 metres,Depth of snow in resortat 1420 metres,Depth of snow on upper runsat 2170 metres,Depth of snow in resortat 0 metres,Depth of snow on upper runsat 1260 metres,Depth of snow on upper runsat 1726 metres,Depth of snow on upper runsat 1850 metres,Depth of snow in resortat 1440 metres,Depth of snow on upper runsat 1660 metres,Depth of snow on upper runsat 1570 metres,Depth of snow in resortat 1256 metres,Depth of snow on upper runsat 1901 metres,Depth of snow on upper runsat 1485 metres,Depth of snow on upper runsat 1550 metres,Depth of snow in resortat 1457 metres,Depth of snow in resortat 920 metres,Depth of snow on upper runsat 1365 metres,Depth of snow in resortat 1150 metres,Depth of snow on upper runsat 1863 metres,Depth of snow in resortat 840 metres,Depth of snow on upper runsat 1200 metres,Depth of snow on upper runsat 1250 metres,Depth of snow in resortat 1340 metres,Depth of snow on upper runsat 1590 metres,Depth of snow in resortat 884 metres,Depth of snow on upper runsat 1500 metres,Depth of snow in resortat 1265 metres,Depth of snow on upper runsat 1496 metres,Depth of snow in resortat 1400 metres,Depth of snow on upper runsat 1580 metres,Depth of snow in resortat 850 metres,Depth of snow on upper runsat 1680 metres,Depth of snow in resortat 650 metres,Depth of snow on upper runsat 1180 metres,Depth of snow in resortat 1061 metres,Depth of snow on upper runsat 1396 metres,Depth of snow in resortat 1283 metres,Depth of snow on upper runsat 1380 metres,Depth of snow in resortat 1135 metres,Depth of snow on upper runsat 1856 metres,Depth of snow on upper runsat 1050 metres,Depth of snow in resortat 860 metres,Depth of snow on upper runsat 1385 metres,Depth of snow on upper runsat 1420 metres,Depth of snow on upper runsat 3200 metres,Depth of snow in resortat 998 metres,Depth of snow in resortat 1020 metres,Depth of snow on upper runsat 1000 metres,Depth of snow on upper runsat 1887 metres,Depth of snow on upper runsat 2050 metres,Depth of snow on upper runsat 2483 metres,Depth of snow in resortat 1010 metres,Depth of snow on upper runsat 2352 metres,Depth of snow in resortat 595 metres,Depth of snow on upper runsat 2174 metres,Depth of snow in resortat 825 metres,Depth of snow on upper runsat 1080 metres,Depth of snow on upper runsat 1346 metres,Depth of snow in resortat 1716 metres,Depth of snow in resortat 1660 metres,Depth of snow in resortat 1706 metres,Depth of snow in resortat 1805 metres,Depth of snow in resortat 1809 metres,Depth of snow in resortat 1687 metres,Depth of snow in resortat 1380 metres,Depth of snow in resortat 1700 metres,Depth of snow on upper runsat 1900 metres,Depth of snow in resortat 1221 metres,Depth of snow in resortat 1769 metres,Depth of snow in resortat 1670 metres,Depth of snow on upper runsat 2400 metres,Depth of snow in resortat 925 metres,Depth of snow on upper runsat 1228 metres,Depth of snow on upper runsat 1100 metres,Depth of snow on upper runsat 1300 metres,Depth of snow in resortat 790 metres,Depth of snow in resortat 1263 metres,Depth of snow on upper runsat 1950 metres,Depth of snow in resortat 1044 metres,Depth of snow on upper runsat 1170 metres,Depth of snow in resortat 1227 metres,Depth of snow on upper runsat 1350 metres,Depth of snow on upper runsat 2340 metres,Depth of snow on upper runsat 2360 metres,Depth of snow in resortat 940 metres,Depth of snow on upper runsat 1093 metres,Depth of snow in resortat 875 metres,Depth of snow on upper runsat 2123 metres,Depth of snow on upper runsat 2300 metres,Depth of snow in resortat 430 metres,Depth of snow in resortat 1154 metres,Depth of snow in resortat 706 metres,Depth of snow on upper runsat 1360 metres,Depth of snow on upper runsat 0 metres,Depth of snow in resortat 1480 metres,Depth of snow in resortat 713 metres,Depth of snow in resortat 1250 metres,Depth of snow in resortat 465 metres,Depth of snow on upper runsat 1650 metres,Depth of snow in resortat 972 metres,Depth of snow on upper runsat 1030 metres,Depth of snow on upper runsat 2640 metres,Depth of snow in resortat 1550 metres,Depth of snow on upper runsat 2200 metres,Depth of snow in resortat 1373 metres,Depth of snow on upper runsat 2552 metres,Depth of snow on upper runsat 1450 metres,Depth of snow in resortat 1750 metres,Depth of snow on upper runsat 2270 metres,Depth of snow in resortat 1230 metres,Depth of snow in resortat 740 metres,Depth of snow in resortat 930 metres,Depth of snow on upper runsat 1470 metres,Installations open from,Installations open until,Start of season:,End of season:,Adult: 17-65,Young person:,Children: 10-16,Seniors  65,Adult:,Children:,Seniors,Adult: 1947-1998,Young person: 1999-2008,Children: 2009-2016,Adult: 18,Young person: 13-17,Children: 6-12,Seniors  64,Adult: 20-61,Young person: 16-19,Children: 6-15,Seniors  62,Adult: 1998/1960,Young person: 1999/2007,Children: 2008/2017,Seniors  1959,Adult: 18-99,Young person: 12-17,Children: 6-11,Adult: 18-64,Children: 6-10,Adult: 1945-1996,Young person: 1997-2006,Children: 2007-2014,Adult: 20-63,Adult: 21-63,Young person: 16-20,Adult: 20,Adult: 20-99,Seniors  60,Adult: 1959-1998,Young person: 1999-2007,Children: 2008-2017,Seniors  1946-1958,Adult: 16,Adult: 1959-1997,Young person: 1998-2007,Seniors  1958-1923,Adult: 1960-2003,Young person: 2004-2007,Adult: 1958-1997,Young person: 1998-2005,Children: 2006-2015,Seniors  1944-1957,Seniors  1944-1956,Adult: 25-64,Young person: 16-24,Children: 5-15,Adult: 20-60,Adult: 25-63,Adult: 1960-1998,Seniors  1920-1959,Adult: 18-63,Adult: 20-65,Seniors  66,Adult: 26-64,Young person: 16-25,Seniors  65-74,Adult: 1958-2001,Young person: 2002-2006,Children: 2007-2015,Seniors  1945-1957,Children: 6-16,Adult: 16-99,Young person: 6-15,Seniors  64/65,Adult: 21,Children: 9-15,Young person: 17-19,Children: 8-16,Adult: 18-100,Young person: 10-17,Children: 0-9,Young person: 16,Children: 6,Adult: 2002,Young person: 2003-2006,Children: 2007-2016,Adult: 18-65,Children: 0-15,Young person: 16-18,Seniors  65-100,Young person: 6,Children: 0-16,Young person: 13-18,Children: 6-13,Children: -16,Children: 0-5,Adult: 17,Young person: -16,Adult: 21-64,Young person: 17-20,Children: 9-16,Young person: 20,Children: 20,Young person: 14-17,Children: 16
Davos Klosters Parsenn,['Davos – Graubünden'],https://snow.myswitzerland.com//snow_reports/davos-klosters-parsenn-379/#piste,"83.8/109.1 kmPistes, good",goodSlope condition,16/18Lifts open,,,yesterday,3 days ago,4 cm,0 cm,7/8,1560 m (altitude),good,3.22 km²,36,320 km,85,–,0.0 km,,,,,,,,,,579/579 m,–,100%,0/0 km,,+41(0)81 415 21 21,,,,,,,,,,,,54 cm,,,,,135 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:15 hr,16:00 hr,10.11.2023,14.04.2024,,,,,,,,,,,77.- CHF,54.- CHF,31.- CHF,77.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Moritz,['St. Moritz – Graubünden'],https://snow.myswitzerland.com//snow_reports/st-moritz-77/#piste,"81.0/163.8 kmPistes, good",goodSlope condition,19/24Lifts open,,,02.12.2023,02.12.2023,0 cm,0 cm,4/5,–,no info,–,37,350 km,56,–,0.0 km,–,–,8.3/16.4 km,0.0/28.0 km,,closed,–,-,,,,,,,,–,1,No notification,,,,90 cm,,,,,,50 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:45 hr,17:00 hr,25.11.2023,07.04.2024,,from 29.50 CHF,,,from 45.- CHF,from 15.- CHF,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celerina/Engadin,['Celerina – Graubünden'],https://snow.myswitzerland.com//snow_reports/celerinaengadin-119/#piste,"81.0/163.8 kmPistes, end of season",end of seasonSlope condition,19/24Lifts open,,,05.12.2023,05.12.2023,0 cm,0 cm,4/5,1730 m (altitude),no info,–,37,350 km,56,–,0.0 km,–,–,8.3/16.4 km,0.0/28.0 km,,end of season,–,-,,,,,,,,–,1,No notification,,,,90 cm,,,,,,,,,,,50 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.11.2023,07.04.2024,,from 29.50 CHF,,,from 45.- CHF,from 15.- CHF,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimentz-Zinal /Anniviers,['Grimentz – Valais'],https://snow.myswitzerland.com//snow_reports/grimentz-zinal-anniviers-140/#piste,"59.5/115.0 kmPistes, good",goodSlope condition,17/21Lifts open,,,today,today,10 cm,12 cm,1/5,–,closed,–,40,220 km,43,–,0.0 km,–,–,0.0/0 km,0.0/0.0 km,,closed,–,-,,0/540 m,–,0%,0/0 km,,,1325 m (altitude),2,Good,,,,90 cm,,,,,,,,,,,,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00 hr,16:30 hr,08.12.2023,14.04.2024,,,,,,,,,,,,,,,,,,,71.- CHF,60.- CHF,43.- CHF,64.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saas-Fee,['Saas-Fee – Valais'],https://snow.myswitzerland.com//snow_reports/saas-fee-176/#piste,"57.3/100.0 kmPistes, good",goodSlope condition,14/23Lifts open,,,02.12.2023,02.12.2023,0 cm,0 cm,1/4,1800 m (altitude),fair,3.29 km²,35,100 km,35,–,0.0 km,,,,,,no info,–,-,+41 (0)27 958 11 02,0/550 m,,0%,0/5.0 km,,+41 (0)27 957 26 15,1800 m (altitude),3,Good,,,,,40 cm,,,,,,,,,,,,210 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30 hr,16:15 hr,15.07.2023,21.04.2024,,64.- CHF,,,75.- CHF,37.- CHF,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wengen – Jungfrau Ski Region,['Wengen – Bern Region'],https://snow.myswitzerland.com//snow_reports/wengen-jungfrau-ski-region-91/#piste,"56.7/207.5 kmPistes, good",goodSlope condition,48/67Lifts open,,,02.12.2023,today,0 cm,11 cm,3/9,950 m (altitude),good,0.00 km²,106,214 km,15,–,0.0 km,,,,,,,,,,0/1737 m,,100%,0/3.0 km,,+41 (0)33 828 70 78,1300 m (altitude),8,Good,,,,,,,,,,,,,,,,,,30 cm,71 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00 hr,16:00 hr,02.12.2023,28.04.2024,,,,,,,,,,,,,,,75.- CHF,45.- CHF,38.- CHF,68.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flumserberg,['Flumserberg – Eastern Switzerland / Liechtenstein'],https://snow.myswitzerland.com//snow_reports/flumserberg-113/#piste,"50.6/64.7 kmPistes, good",goodSlope condition,15/17Lifts open,,,today,today,5 cm,10 cm,3/4,–,good,–,48,65 km,18,–,3.7 km,1400-1803 m (altitude),–,0.0/0 km,0.0/0.0 km,,open,–,-,,356/356 m,,100%,3.03.0 km,,+41817201515,1400 m (altitude),0,Good,,,,95 cm,,,,,,,,,,,,,,,,75 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00 hr,17:00 hr,29.11.2023,01.04.2024,,,,,,,–,,,,,,,,,,,,,,,,68.- CHF,44.- CHF,34.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAAX,['Laax – Graubünden'],https://snow.myswitzerland.com//snow_reports/laax-67/#piste,"50.5/204.8 kmPistes, good",goodSlope condition,14/26Lifts open,,,2 days ago,today,0 cm,3 cm,0/5,1100 m (altitude),closed,4.64 km²,155,235 km,29,–,5.2 km,760-1630 m (altitude),–,5.5/5.5 km,2.0/2.0 km,+41 (0)81 635 16 88,no info,–,-,+41 (0)81 927 71 05,258/740 m,,27%,0/2.9 km,,+41 (0)81 927 71 05,1108 m (altitude),3,Good,,,,,,,,,,,45 cm,,,,,,,,,,148 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30 hr,17:00 hr,01.12.2023,14.04.2024,,,,from 53.10 CHF,,,,,,,,from 39.50 CHF,from 20.50 CHF,,,,,,,,,,,,,from 59.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davos Jakobshorn,['Davos – Graubünden'],https://snow.myswitzerland.com//snow_reports/davos-jakobshorn-376/#piste,"49.3/53.3 kmPistes, good",goodSlope condition,10/10Lifts open,,,yesterday,3 days ago,4 cm,0 cm,4/4,1560 m (altitude),good,1.32 km²,13,320 km,85,–,–,,,,,,closed,–,-,+41 (0)81 415 21 21,,,,,,,2590 m (altitude),1,Good,,,,,,,,,54 cm,,,,,,,,,,,,,135 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:15 hr,16:00 hr,25.11.2023,07.04.2024,,,,,,,,,,,73.- CHF,51.- CHF,,73.- CHF,,,,,,,,,,,,,29.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veysonnaz - 4 Vallées,['Veysonnaz – Valais'],https://snow.myswitzerland.com//snow_reports/veysonnaz-4-vallees-5/#piste,"49.1/144.3 kmPistes, good-fair",good-fairSlope condition,12/40Lifts open,,,yesterday,yesterday,0 cm,0 cm,6/18,1350 m (altitude),fair,0.00 km²,41,400 km,82,–,0.0 km,,,,,,,,,,,,,,,,2200 m (altitude),6,Passable,,,,,,,,,,,,,,,,,,,,,,,40 cm,120 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:45 hr,16:30 hr,18.11.2023,14.04.2024,,,,,,,–,,,,,,,,,,,,,,,,,,,,,66.- CHF,56.- CHF,33.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engelberg - Titlis,['Engelberg – Lucerne - Lake Lucerne Region'],https://snow.myswitzerland.com//snow_reports/engelberg-titlis-73/#piste,"47.5/73.0 kmPistes, good",goodSlope condition,21/29Lifts open,,,02.12.2023,yesterday,0 cm,6 cm,0/1,1050 m (altitude),closed,1.00 km²,29,82 km,28,–,0.0 km,1000-1200 m (altitude),–,0.0/1.0 km,0.0/0.0 km,+41 (0)41 639 77 77,closed,–,-,+41 (0)41 639 77 77,200/800 m,,100%,0/3.5 km,,+41 (0)41 639 77 77,1050 m (altitude),2,Good,,,,,,,,,,,24 cm,,,,,,,,,,,,,,118 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30 hr,17:00 hr,18.11.2023,05.05.2024,,,,,,,,,,,,,,–,,–,–,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adelboden,['Adelboden – Bern Region'],https://snow.myswitzerland.com//snow_reports/adelboden-102/#piste,"45.6/101.8 kmPistes, good",goodSlope condition,18/38Lifts open,,,today,today,2 cm,12 cm,4/10,–,no info,6.80 km²,66,210 km,70,–,–,1290-1964 m (altitude),–,0/2.0 km,0.0/0.0 km,+41 (0)33 673 80 80,open,–,-,+41 (0)33 673 80 80,1665/4368 m,,43%,0/2.2 km,,+41 (0)33 673 80 80,–,2,Passable,,,,,,,,,,,,,,,,,,,,,,,,,,36 cm,90 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02.12.2023,05.05.2024,,,,,,,,,,,,,,–,,from 35.- CHF,from 20.- CHF,,,,,,,,,,,,,,from 50.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvaplana  Corvatsch,['Silvaplana – Graubünden'],https://snow.myswitzerland.com//snow_reports/silvaplana-corvatsch-59/#piste,"45.5/120.0 kmPistes, good",goodSlope condition,7/13Lifts open,,,05.12.2023,05.12.2023,0 cm,0 cm,2/4,–,no info,–,26,350 km,56,–,11.7 km,–,–,8.3/16.4 km,0.0/28.0 km,,open,–,-,,0/0 m,–,–,0/0 km,,,–,1,No notification,,,,96 cm,,,,,,,,,,,,,,,,,,,,,,,,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.11.2023,29.04.2024,,from 30.- CHF,,,from 45.- CHF,from 15.- CHF,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sils/Engadin,['Sils i.E. – Graubünden'],https://snow.myswitzerland.com//snow_reports/silsengadin-117/#piste,"45.5/120.0 kmPistes, no info",no infoSlope condition,7/13Lifts open,,,05.12.2023,05.12.2023,0 cm,0 cm,2/4,–,no info,–,26,350 km,56,–,11.7 km,–,–,8.3/16.4 km,0.0/28.0 km,,open,–,-,,0/150 m,–,0%,0/0 km,,,–,1,No notification,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:15 hr,16:15 hr,20.12.2023,07.04.2024,,,,,,,–,,,,from 45.- CHF,from 30.- CHF,from 15.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedrun-Oberalp-Andermatt,['Sedrun – Graubünden'],https://snow.myswitzerland.com//snow_reports/sedrun-oberalp-andermatt-125/#piste,"44.6/107.7 kmPistes, good",goodSlope condition,4/20Lifts open,,,yesterday,yesterday,1 cm,2 cm,0/0,,,0.00 km²,60,120 km,20,–,0.0 km,1444-1453 m (altitude),–,0.0/2.0 km,0.0/0.0 km,+41 (0)81 920 47 80,closed,–,-,+41 (0)58 200 68 68,0/450 m,,–,0/3.5 km,,+41 (0)58 200 68 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 cm,105 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30 hr,16:00 hr,18.11.2023,14.04.2024,,,,,,,,,,,,,,72.- CHF,,,45.- CHF,,,,,,,,,,,,,,,89.- CHF,63.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
