3416 Affoltern im Emmental
1985 villaz
2908 Grandfontaine
1486 Vuissens
3703 Aeschi bei Spiez
6484 Wassen
6776 Piora
1885 Ollon
3556 Trub
1657 Abländschen
7232 Furna
3805 Goldswil bei Interlaken
7242 Luzein
6436 Bisisthal
1347 Le Chenit
6461 Isenthal
7447 Avers
8877 Murg
3918 Wiler (Lötschen)
8735 St. Gallenkappel
3963 Lens
2206 Les Geneveys-sur-Coffrane
7180 Disentis
6430 Schwyz
6468 Attinghausen
2345 Muriaux
1325 Vaulion
1978 Lens
8758 Obstalden
3785 Gsteig
8883 Quarten
7246 St. Antönien
7742 Poschiavo
3975 Crans-Montana
3775 Lenk
3987 Riederalp
1863 Le Sépey
2362 Montfaucon
4303 Kaiseraugst
9491 Ruggell
1616 Attalens
1738 Sangernboden
1997 Haute-Nendaz
6914 Lugano
9104 Waldstatt
2075 Thielle
3777 Saanen
3717 Blausee
9113 Degersheim
1946 Bourg-Saint-Pierre
7064 Tschiertschen-Praden
1658 Rossinière
1651 Villarvolard
6015 Luzern
1462 Yvonand
6053 Alpnachstad
7448 Juf
1896 Vouvry
3982 Bitsch
1625 Sâles
7078 Lenzerheide
3852 Ringgenberg
1937 Orsières
6685 Bosco/Gurin
3099 Rüti bei Riggisberg
1920 Martigny
1911 Leytron
1874 Champéry
6410 Rigi Scheidegg
7250 Klosters-Serneus
3718 Kandersteg
7130 Ilanz
7433 Mathon
7233 Jenaz
3782 Lauenen
8898 Flums
3961 Chandolin
7176 Cumpadials
3995 Ernen
3722 Reichenbach im Kandertal
2502 Biel
7249 Klosters-Serneus
8750 Klöntal
3700 Spiez
3860 Meiringen
3158 Guggisberg
7050 Arosa
7302 Landquart
9470 Werdenberg
1967 Bramois
6196 Marbach
1860 Aigle
1988 Les Collons
1820 Montreux
6776 Piotta
5708 Birrwil
8784 Glarus Süd
3715 Adelboden
1196 Gland
Wengen 3823
6362 Stansstad
6373 Ennetbürgen
3532 Zäziwil
7054 Langwies
7220 Schiers
7149 Vrin
7505 Celerina/Schlarigna
1342 L'Abbaye
1947 Versegères
6493 Hospental
7562 Samnaun
6315 Oberägeri
3534 Signau
6433
1806 Saint-Légier-La Chiésaz
3924 Gasenried
2208 Les Hauts-Geneveys
3702 Hondrich
9122 Mogelsberg
1643 Gumefens
6354 Vitznau
3711 Emdthal
1275 Chéserex
1354 Montcherand
1987 Hérémence
39020 Tubre BZ
2067 Neuchâtel
3661 Uetendorf
1987
1188 Saint-George
3653 Oberhofen am Thunersee
1863 Ormont-Dessous
7536 Val Müstair
3961 Zinal
8636 Wald
6781 Bedretto
1958 Sion
2605 Sonceboz-Sombeval
3933 Staldenried
3608 Thun
6006 Lucerne
1347 Solliat
6648 Minusio
1914 Isérables
3753 Oey
6356 Rigi Kaltbad
6174 Sörenberg
1882 Gryon
1357 Lignerolle
3997 Bellwald
7208 Malans
2714 Les Genevez
3998 Reckingen
1815 Montreux
2518 Nods
1846 Chessel
8716 Schmerikon
2043 Boudevilliers
6162 Entlebuch
7307 Jenins
7427 Urmein
6713 Malvaglia
1918 Riddes
9651 Ennetbühl
8898 Flumserberg
6410 Rigi Kulm
7231 Pragg
1438 Mathod
6460 Altdorf
7433 Casti-Wergenstein
3988 Ulrichen
3756 Diemtigen
1344 L'Abbaye
1816 Montreux
7502 Bever
3999 Oberwald
3770 Zweisimmen
1322 Croy
1186 Essertines-sur-Rolle
1944 La Fouly
3822 Lauterbrunnen
1854 Leysin
3862 Innertkirchen
7514 Fex
8884 Oberterzen
6452 Morschach
7516 Maloja
1972 Anzère
1273 Arzier-Le Muids
7515 Sils-Segl Baselgia
3762 Erlenbach im Simmental
7522 La Punt-Chamues-ch
8751 Spiringen
1922 Salvan
3800 Sundlauenen
7460 Savognin
6403 Küssnacht
1923 Marécottes
1992 Sion
1422 Grandson
8766 Matt
1988 Collons
1955 Chamoson
3935 Bürchen
3757 Diemtigen
7162 Tavanasa
7058 Litzirüti
3625 Heiligenschwendi
3115 Gerzensee
3657 Sigriswil
6690 Cavergno
3905
1862 Mosses
3914 Blatten
3983 Mörel-Filet
8725 Gebertingen
7074 Malix
2720 Tramelan
6436 Ried (Muotathal)
8882 Quarten
9107 Urnäsch
9103 Schwellbrunn
8854 Siebnen
6102 Malters
1669 Haut-Intyamon
7504 Pontresina
1804 Corsier-sur-Vevey
1985 La Sage
7213 Valzeina
7437 Nufenen
6078 Lungern
7500 St. Moritz
7514 Sils im Engadin/Segl
7460 Surses
7433 Lohn
1899 Torgon
6678 Coglio (Vallemaggia)
1148 La Praz
7310 Bad Ragaz
2074 Marin-Epagnier
7032 Laax
7530 Zernez
7537 Müstair
7165 Breil/Brigels
3940 Steg
7477 Filisur
3765 Oberwil im Simmental
7534 Lü
1267 Coinsins
7500 St Moritz
3645 Gwatt
7083 Lantsch/Lenz
7526 Chapella
7154 Ruschein
7265 Klosters Platz
6374 Buochs
3600 Thun
1279 Chavannes-de-Bogis
1816 Chailly
7304 Maienfeld
9495 Triesen
6433 Morschach
7433 Donath
3945 Gampel
9486 Schaanwald
7515 Sils im Engadin/Segl
1337 Vallorbe
7028 Pagig
3901 Rothwald
1884 Villars-sur-Ollon
6682 Linescio
3792 Saanen
1844 Villeneuve
7082 Vaz/Obervaz
1122 Romanel-sur-Morges
7536 Santa Maria Val Müstair
7525 S-chanf
1875 Morgins
1338 Ballaigues
3913 Termen
3706 Leissigen
1263 Crassier
6383 Dallenwil
7132
9633 Hemberg
3656 Sigriswil
3957 Bratsch
2340 Le Noirmont
9488 Schellenberg
3825 Lauterbrunnen
2000 Neuchâtel
1642 Sorens
1802 Corseaux
1961 Vernamiège
7545 Guarda
3800 Unterseen
3942 Raron
1347 Sentier
6634 Brione (Verzasca)
6678 Coglio
3654 Gunten
3992 Bettmeralp
1638 Morlon
1279 Bogis-Bossey
3944 Unterbäch
2336 Les Bois
7214 Grüsch
6433 Stoos
1824 Montreux
3145 Niederscherli
7515 Sils Baselgia
5630 Muri
3953 Leuk
7414 Fürstenau
3150 Schwarzenburg
2008 Neuchâtel
8872 Weesen
7452 Cunter
6048 Horw
1853 Yvorne
7523 Madulain
3952 Susten
3967 Vercorin
6376 Emmetten
3900 Brig-Glis
6545 Calanca
1993 Veysonnaz
7276 Davos Frauenkirch
2037 Montezillon
7172 Rabius
1278 La Rippe
1663 Moleson
3930 Visp
7563 Samnaun
6565
2534 Orvin
6003 Lucerne
3823 Wengen BE
3966 Chalais
1936 Verbier
2350 Saignelégier
1923 Les Marécottes
2052 Fontainemelon
3910 Saas-Grund
3825 Mürren
1669 Montbovon
6068 Kerns
6900 Paradiso
7526 Cinuos-Chel
3961 Saint-Jean
1452 Bullet
7240 Küblis
7452 Surses
6557 Cama
9240 Uzwil
2555 Brügg
9100 Herisau
7156 Rueun
1968 Mase
7158 Waltensburg
1932 Bovernier
6003 Luzern
9105 Schönengrund
7438 Hinterrhein
7512 St Moritz
1996 Baar
7494 Wiesen
1663 Gruyères
1865 Les Diablerets
2354 Goumois
6197 Schangnau
6377 Seelisberg
7456 Sur
1619 Châtel-Saint-Denis
7265 Davos
7457 Bivio
1801 Chardonne
9656 Alt St. Johann
6423 Seewen
6432 Rickenbach
9652 Nesslau-Krummenau
7482 Bergün/Bravuogn
6344 Meierskappel
5737 Menziken
7243 Pany
7250 Klosters Platz
2117 La Côte-aux-Fées
7536 Sta. Maria
3963 Crans-Montana
3437 Rüderswil
9064 Hundwil
6418 Rothenthurm
7134 Obersaxen
1144 Ballens
7144 Vella
7563 Samnaun Dorf
7436 Medels im Rheinwald
1994 Aproz (Nendaz
9485 Nendeln
6415 Arth
6060 Sarnen
6462 Seedorf
1984 Les Haudères
1634 La Roche
7226 Stels
3945 Gampel-Bratsch
3985 Münster
1993 Nendaz
9497 Malbun
2610 Saint-Imier
6600 Muralto
1896 Miex
2608 Cortébert
3930 Eyholz
9657 Unterwasser
3800 Matten bei Interlaken
1197 Prangins
1276 Gingins
7019 Fidaz
7138 Surcuolm
7057 Langwies
9240 Niederglatt
7064 Tschiertschen
6538 Verdabbio
3703 Aeschiried
1983 Evolène
1944 Orsières
6074 Giswil
1431 Vugelles-La Mothe
3917 Kippel
8843 Schwyz
7402 Bonaduz
6749 Cavagnago
7076 Parpan
6565 S. Bernardino
9108 Gonten
5300 Turgi
8846 Willerzell
5712 Beinwil am See
2532 Leubringen
3984 Fieschertal
8878 Quinten
6565 Mesocco
2722 Tramelan
3985 Münster-Geschinen
7440 Andeer
3907 Simplon
1716 Plasselb
2572 Mörigen
6014 Luzern
5444 Künten
1446 Baulmes
2116 Buttes
6047 Kastanienbaum
8885 Quarten
1897 Port-Valais
Tschappina
7527 Brail
1260 Nyon
1659 Rougemont
9470 Buchs
1988 Les Masses
2560 Nidau
3955 Albinen
1911 Ovronnaz
6067 Melchtal
1820 Veytaux
6718 Olivone
1763 Granges-Paccot
1323 Romainmôtier-Envy
1660 L'Étivaz
6016 Hellbühl
1270 Trélex
1 Bulle
1454 Auberson
2338 Muriaux
7482 Preda
3910
3156 Riffenmatt
8635 Dürnten
9658 Wildhaus
6442 Gersau
6390 Engelberg
3961 Ayer
1996 Nendaz
1669 Les Allières
6004 Luzern
7260 Davos
3116 Noflen
1715 Alterswil
3657 Schwanden (Sigriswil)
1904 Vernayaz
7428 Tschappina
1992 Veysonnaz
1823 Glion
3723 Reichenbach im Kandertal
7184 Medel (Lucmagn)
3807 Iseltwald
1955 Mayens-de-Chamoson
1897
3919 Fafleralp
7543 Lavin
2882 Saint-Ursanne
9608 Ganterschwil
1637 Val-de-Charmey
8897 Flumserberg Tannenheim
3901 Birgisch
7464 Parsonz
3923 Törbel
6363 Obbürgen
5726 Unterkulm
3658 Merligen
2058 Le Pâquier
2603 Péry-La Heutte
9652 Neu St. Johann
1865 Ormont-Dessus
7000 Chur
3612 Steffisburg
7513 Silvaplana
2534 Prés-d'Orvin
1862 Ormont-Dessous
1911 Mayens-de-Chamoson
6006 Luzern
8890 Flums
2532 Magglingen/Macolin
1934 Bagnes
9630 Wattwil
6370 Stans
1656 Jaun
3965 Chippis
Malvaglia
1400 Yverdon-les-Bains
6600 Locarno
3909 Saas-Fee
3088 Rüeggisberg
3636 Forst-Längenbühl
8762 Schwanden
3704 Krattigen
3860 Brünig
6466 Isleten
1873 Val-d'Illiez
3550 Langnau im Emmental
7517 plaun d lej
3984 Lax
3778 Schönried
7159 Andiast
7562 Samnaun Laret
1644 Avry-devant-Pont
3900 Brigerbad
9127 St. Peterzell
3946 Turtmann
7435 Splügen
3943 Eischoll
6611 Crana
6182 Escholzmatt
7456 Surses
6514 Gudo
7270 Davos
3914 Naters
1752 Villars-sur-Glâne
7453 Tinizong
7413 Fürstenau
6705 Cresciano
21050 Brusimpiano VA
Les Collons
3765 Oberwil
6356 Rigi-Kaltbad
6443 Morschach
3934 Zeneggen
3956 Guttet-Feschel
3914 Belalp
1986 Evolène
7215 Fanas
7514 Sils-Segl Maria
7017 Flims
1938 Champex-Lac
5044 Schlossrued
3725 Frutigen
6052 Hergiswil
9497 Triesenberg
1453 Bullet
3918 Wiler
9494 Schaan
7272 Davos Clavadel
3777 Saanenmöser
23041 Livigno SO
1895 Vionnaz
7434 Sufers
1934 Le Châble
1972 Ayent
3961 Grimentz
1993 Sion
7741 San Carlo
2316 Les Ponts-de-Martel
Surses
5027 Herznach
1 Crans-Montana
7017 Flims Dorf
6780 Airolo
2722 Les Reussilles
2149 Brot-Dessous
3755 Diemtigen
